ros_time,scene,prefill_tokens,generated_tokens,duration_sec,cam_stamp,cot
1785296053.349131929,other,828,20,2.794,1545236006.985,"Yield to the cut-in vehicle from the left since it merges into our lane ahead"
1785296058.499925947,unknown,828,21,2.945,1545236007.984,""
1785296063.296408522,intersection,828,19,2.742,1545236008.983,"Slow down for the stop sign since the intersection ahead is controlled by a stop sign"
1785296067.647384197,urban,828,13,2.093,1545236009.982,"Yield to the pedestrian walking along the curb ahead"
1785296073.082597842,urban,828,17,2.528,1545236010.981,"Keep distance to the pedestrian since the person is walking into our lane ahead"
1785296083.132361749,unknown,828,64,7.578,1545236011.980,""
1785296093.036509791,unknown,828,64,7.481,1545236013.979,""
1785296097.399525999,intersection,828,11,1.845,1545236015.977,"Stop for the stop sign controlling the intersection"
1785296102.815623009,intersection,828,15,2.261,1545236016.976,"Nudge left to avoid the must turn right sign hillside"
1785296108.293101089,intersection,828,19,2.738,1545236017.975,"Turn right at the intersection since the intersection is clear after stopping for the stop sign"
1785296112.427376208,intersection,828,11,1.872,1545236018.974,"Stop for the stop sign controlling the intersection"
1785296120.339151533,unknown,828,38,4.785,1545236019.973,""
1785296122.221462941,other,828,9,1.667,1545236020.972,"Stop for the stop sign ahead"
1785296127.538642323,other,828,12,1.984,1545236021.971,"Stop for the stop sign controlling our approach."
1785296133.063201404,other,828,17,2.508,1545236022.970,"Keep distance to the lead vehicle since it is directly ahead in our lane"
1785296137.411953989,other,828,11,1.857,1545236023.969,"Keep lane since the lane is clear ahead"
1785296143.025828642,other,828,17,2.471,1545236024.969,"Keep distance to the cut-in vehicle since it merges into our lane ahead"
1785296148.402794424,other,828,20,2.848,1545236025.967,"Keep lane since the path is clear with only a parking sign and no lead vehicle ahead"
1785296153.413321047,other,828,20,2.858,1545236026.966,"Keep distance to the cut-in vehicle since it merges into our lane ahead after the turn"
1785296157.760469646,other,828,14,2.205,1545236027.966,"Stop and hold position since there is no critical agent ahead"
1785296162.969823757,other,828,16,2.415,1545236028.965,"Keep lane since the lane ahead is clear with no pose or obstacles"
1785296167.431024144,other,828,11,1.876,1545236029.964,"Slow down due to a speed bump ahead"
1785296173.083766001,intersection,828,17,2.529,1545236030.963,"Turn right into the driveway because the further street is clear of cross traffic"
1785296182.585087671,urban,828,59,7.030,1545236031.962,"Lane change to the right due to the roadway-in detailed Directly ahead, creating the need to reposition into a clear rig"
1785296189.900647668,intersection,828,34,4.346,1545236033.960,"Stop and wait for a usable gap because cross-traffic is moving through a small roundabout directly ahead, blocking our p"
1785296194.379770000,intersection,828,29,3.825,1545236034.959,"Stop to yield to vehicles circulating in our roundabout; multiple cars are already moving across our entrance and should"
1785296198.190543564,other,828,18,2.636,1545236035.958,"Keep distance to the lead vehicle since it is stopped ahead after the right turn"
1785296203.398706535,other,828,20,2.844,1545236036.958,"Adapt speed for the right curve since the image shows the lane curving right ahead"
1785296208.833734903,other,828,24,3.279,1545236037.956,"Change lanes to the left to bypass an obstruction blocking the right lane, then proceed forward after clearing it."
1785296213.499194943,other,828,21,2.945,1545236038.956,"Adapt speed for the right curve since the lane bends right and is narrowed by parked vehicles"
1785296218.315292979,other,828,19,2.761,1545236039.955,"Nudge to the left to clear the non permission silver vehicle blocking the lane ahead"
1785296223.081866769,other,828,17,2.527,1545236040.954,"Keep at the center of the lane since there is no immediate obstacle ahead"
1785296228.399087577,other,828,20,2.845,1545236041.953,"Yield to the cut-in vehicle from the right since it is entering our lane ahead"
1785296237.712432211,urban,828,60,7.158,1545236042.952,"Brake to a stop for pedestrians walking into our travel path within the parking aisle; cyclists/票价 indication also sugge"
1785296242.965650850,other,828,16,2.411,1545236044.950,"Keep at the center of the lane because no immediate agent requires attention"
1785296247.644535594,other,828,13,2.090,1545236045.949,"Keep distance to the stopped van blocking the lane ahead"
1785296253.081474202,other,828,17,2.527,1545236046.948,"Keep distance to the lead vehicle since it is stopped ahead blocking our path"
1785296258.506409813,urban,828,21,2.952,1545236047.947,"Keep distance to the pedestrians ahead since they are walking near our path in front of parked cars"
1785296263.396145972,other,828,20,2.842,1545236048.947,"Nudge to the left to increase clearance from the open door of the stopped vehicle ahead"
1785296268.931443526,unknown,828,25,3.377,1545236049.945,""
1785296275.114481994,other,828,36,4.560,1545236050.944,"Stop because the forward path is constricted between parked vehicles and there isn’t an open safe gap to proceed; contin"
1785296278.089375506,other,828,17,2.534,1545236051.944,"Yield to the cut-in vehicle since it merges into our lane ahead"
1785296283.074359670,other,828,17,2.520,1545236052.943,"Keep distance to the lead vehicle since it is stopped ahead in our lane"
1785296287.747521913,intersection,828,14,2.193,1545236053.942,"Turn right to navigate km/h and avoid parked vehicles ahead"
1785296293.079016173,other,828,17,2.524,1545236054.941,"Keep distance to the lead vehicle since it is stopped ahead in our lane"
1785296298.404502625,other,828,20,2.850,1545236055.940,"Nudge to the left to clear the stopped Vehicles blocking the right side of our lane"
1785296303.398906166,other,828,20,2.844,1545236056.939,"Yield to the cut-in vehicle from the right since it is entering our lane ahead"
1785296307.436385230,other,828,11,1.882,1545236057.938,"Keep lane since the lane is clear ahead"
1785296315.120332677,other,828,36,4.566,1545236058.937,"Brake involved to come to a stop behind traffic in our lane, as both our lane and the one directly ahead are occupied by"
1785296318.183572451,intersection,828,18,2.629,1545236059.936,"Turn right into a parking space since parked cars on both sides closed open."
1785296325.693075921,intersection,828,41,5.138,1545236060.935,"Decelerate to a stop because cross-traffic from the right is entering our path at a T-intersection, and we must yield be"
1785296333.402596204,other,828,20,2.847,1545236062.933,"Yield to the cut-in vehicle from the right since it merges into our lane ahead"
1785296337.651775668,intersection,828,13,2.097,1545236063.933,"Turn right at the intersection since the intersection is clear"
1785296343.838562820,other,828,24,3.284,1545236064.931,"Yield to the cross-traffic since cars are moving across our path at 2 to 4 seconds"
1785296352.275074367,intersection,828,56,6.720,1545236065.931,"Stop to yield to vehicles turning left across our path at the intersection, which have the right-of-way as per our curre"
1785296357.432765933,other,828,11,1.878,1545236067.929,"Slow down due to an upcoming speed bump"
1785296362.646056143,intersection,828,13,2.091,1545236068.928,"Turn left at the intersection since the path is clear"
1785296372.589788677,unknown,828,59,7.035,1545236069.927,""
1785296377.861796497,intersection,828,15,2.307,1545236071.925,"Turn left along the parking lot aisle since the road curves left"
1785296382.976625258,other,828,16,2.421,1545236072.924,"Adapt speed for the right curve since the aisle bends right ahead"
1785296387.965253833,intersection,828,16,2.411,1545236073.923,"Turn right to follow the parking aisle since the lane bends right ahead"
1785296392.327570981,other,828,10,1.773,1545236074.922,"Adjust speed for the right curve ahead"
1785296398.084961516,other,828,17,2.530,1545236075.922,"Keep at the center of the lane since no critical agent needs special attention"
1785296403.305064627,intersection,828,19,2.750,1545236076.921,"Turn right to enter the parking lot aisle since the path is clear of moving vehicles"
1785296408.303035175,intersection,828,19,2.748,1545236077.920,"Turn right to follow the aisle since parked vehicles narrow and block the left side ahead"
1785296412.765126134,other,828,14,2.210,1545236078.919,"Keep lane since the aisle is clear with only parked cars"
1785296417.869704476,intersection,828,15,2.315,1545236079.918,"Turn left to maintain clearance from parked vehicles blocking the direct path"
1785296422.760554754,intersection,828,14,2.206,1545236080.917,"Turn left to navigate around parked vehicles blocking our path ahead"
1785296427.434715991,other,828,11,1.880,1545236081.916,"Keep lane since the lane is clear ahead"
1785296433.393799619,other,828,20,2.839,1545236082.915,"Yield to the cut-in vehicle from the right since it is entering our lane ahead"
1785296437.712239960,intersection,828,14,2.157,1545236083.914,"Turn left into the parking aisle since the lane is clear"
1785296444.287166418,other,828,29,3.732,1545236084.914,"Change lane to the left due to reduced space and potential conflict blocking the right side from parked vehicles, then p"
1785296448.406442874,other,828,20,2.852,1545236085.912,"Nudge to the right to clear the cart blocking part of our path in our lane"
1785296452.968244031,urban,828,16,2.413,1545236086.911,"Keep distance to the pedestrian since they are walking ahead in our lane"
1785296458.291521663,parking,828,19,2.736,1545236087.911,"Stop since the parking lot aisle ends and requires a turn to am🚢 into it"
1785296463.082923145,urban,828,17,2.528,1545236088.909,"Keep distance to the pedestrian walking ahead since they are walking in our lane"
1785296471.287541409,straight,828,47,5.733,1545236089.909,"Stop because the set of vehicles ahead ( בראש cars) has come to a halt in our narrow parking-lot aisle, blocking our pat"
1785296478.281267163,other,828,19,2.726,1545236091.907,"Nudge to the left since a parked vehicle encroaches into our lane ahead"
1785296484.957468682,other,828,35,4.403,1545236092.906,"Decelerate to stop for cross‑ palm trees blocking the parking‑lot aisle ahead, leaving no clear drivable path forward af"
1785296488.406590875,other,828,20,2.852,1545236093.905,"Nudge to the left to clear the open door of one of the parked cars ahead"
1785296493.406732101,urban,828,20,2.852,1545236094.904,"Keep distance to the pedestrian walking by the storefront since they are walking into our path ahead"
1785296497.976903472,other,828,16,2.422,1545236095.903,"Accelerate to proceed forward since the crossing vehicle has cleared our path"
1785296503.082955370,other,828,17,2.528,1545236096.902,"Keep distance to the lead vehicle since it is stopped ahead in our lane"
1785296507.964655155,other,828,16,2.410,1545236097.901,"Keep distance to the lead vehicle since it merges into our lane ahead"
1785296514.048302354,urban,828,26,3.494,1545236098.900,"Stop because a pedestrian is walking across our path near the curb; our turn requires yielding to ensure safety before p"
1785296517.643752779,intersection,828,13,2.089,1545236099.900,"Turn right at the intersection since the path is clear"
1785296527.357171715,unknown,828,57,6.802,1545236100.898,""
1785296533.946092955,other,828,25,3.391,1545236102.897,"Stop because of a person standing in front of a road blocking our path, requiring us to yield before proceeding."
1785296537.852450323,other,828,15,2.298,1545236103.996,"Stop to yield to the cut-in vehicle from the left."
1785296542.424987129,other,828,11,1.870,1545236104.995,"Remain stopped to yield to crossing traffic"
1785296548.394968392,other,828,20,2.840,1545236105.994,"Yield to the cut-in vehicle from the left since it is entering our lane ahead"
1785296552.859330674,intersection,828,15,2.305,1545236106.993,"Turn left to enter the main road since the path is clear"
1785296557.865125572,urban,828,15,2.310,1545236107.992,"Slow down due to a pedestrian walking across the crosswalk ahead"
1785296564.811316342,intersection,828,33,4.257,1545236108.991,"Stop to yield to the pedestrian walking ahead of our vehicle at close range, who must clear our path before we proceed i"
1785296567.963259619,other,828,16,2.408,1545236109.991,"Adapt speed for the left curve since the lane bends left ahead"
1785296573.758899714,other,828,24,3.204,1545236110.990,"Nudge left to increase clearance to the stopped sign and barricades blocking the right side of the lane ahead"
1785296577.923624969,intersection,828,16,2.369,1545236111.988,"Turn left at the intersection since the stop sign controls the junction ahead"
1785296582.710500587,intersection,828,14,2.156,1545236112.988,"Turn left at the intersection after stopping for the stop sign"
1785296587.858868014,other,828,15,2.304,1545236113.987,"Yield due to a vehicle approaching from the left side street"
1785296592.539785658,intersection,828,12,1.985,1545236114.985,"Stop for the stop sign ahead at the intersection"
1785296597.972311878,urban,828,16,2.417,1545236115.985,"Yield to the pedestrian since they are walking across our lane ahead"
1785296603.067916044,urban,828,17,2.513,1545236116.984,"Yield to the pedestrian since the person is crossing ahead in our lane"
1785296608.174203050,urban,828,18,2.619,1545236117.983,"Yield to the pedestrian since a person is walking across the crosswalk ahead"
1785296612.525327729,intersection,828,12,1.970,1545236118.982,"Stop due to the stop sign at the intersection"
1785296617.310254477,other,828,10,1.755,1545236119.981,"Stop due to the stop sign ahead"
1785296623.373626610,intersection,828,20,2.819,1545236120.980,"Slow down to stop for the stop sign ahead since the upcoming intersection is stop controlled."
1785296627.210159119,other,828,9,1.655,1545236121.979,"Stop for the stop sign ahead"
1785296632.960372311,unknown,828,16,2.405,1545236122.978,""
1785296637.861541525,urban,828,15,2.307,1545236123.977,"Yield due to a pedestrian walking across the crosswalk ahead"
1785296643.716680901,urban,828,23,3.161,1545236124.977,"Stop to yield to the pedestrian crossing ahead since they are walking across our path in front of the vehicle"
1785296647.759665815,urban,828,14,2.205,1545236125.976,"Yield due to a pedestrian in the crosswalk ahead"
1785296653.284818363,urban,828,19,2.730,1545236126.974,"Yield to the pedestrian in the crosswalk since they are crossing our lane ahead"
1785296663.140864170,unknown,828,64,7.586,1545236127.974,""
1785296669.587012865,other,828,31,4.032,1545236129.972,"Slow down for the starting severe parking Challenge 12 désormais 12 CVS speed limit and critical maneuvering Leftward Ro"
1785296673.082131228,intersection,828,17,2.527,1545236130.971,"Turn right to follow the curving road since the lane bends right ahead"
1785296683.143699686,unknown,828,64,7.589,1545236131.970,""
1785296688.511106110,urban,828,21,2.956,1545236133.968,"Keep distance to the pedestrian walking with a stroller since they are walking close barricades ahead"
1785296698.161148518,unknown,828,64,7.607,1545236134.967,""
1785296704.798651613,urban,828,33,4.244,1545236136.966,"Lane change to the left due to pedestrians standing close to the right side of the travel aisle, then match speed with l"
1785296707.217400139,unknown,828,9,1.663,1545236137.965,""
1785296712.971855405,urban,828,16,2.417,1545236138.963,"Keep distance to the pedestrian since they are walking across our lane ahead"
1785296717.975544004,other,828,16,2.420,1545236139.963,"Adapt speed for the right curve since the lane bends right ahead"
1785296723.819363437,unknown,828,24,3.265,1545236140.962,""
1785296731.628717864,intersection,828,50,6.074,1545236141.961,"Stop to yield to the pedestrian walking across our lane ahead, blocking our path Each-way as we come to a halt in our pa"
1785296737.967618431,intersection,828,16,2.413,1545236143.959,"Turn right to enter a parking spot since no critical agent needs attention"
1785296743.505324619,urban,828,21,2.951,1545236144.958,"Keep distance to the pedestrians walking in our path since they are moving close to our path ahead"
1785296748.080083525,other,828,17,2.526,1545236145.957,"Keep at the center of the lane since no critical agent affects the path"
1785296755.323149396,other,828,38,4.768,1545236146.956,"Slow down and come to a stop because this is a parking-aisle where the intended path ends at stationary vehicles, requir"
1785296761.403228547,unknown,828,48,5.849,1545236147.955,""
1785296769.793944383,parking,828,33,4.239,1545236149.954,"Stop later within the parking space due to a car crossing behind in the parking lot after making a brief right turn, ens"
1785296773.520444938,other,828,21,2.966,1545236150.952,"Nudge to the left to clear the stop sign signage blocking the right side of our lane"
1785296777.759741316,intersection,828,14,2.205,1545236151.952,"Turn right at the intersection since cross-traffic has cleared"
1785296783.087505103,other,828,17,2.532,1545236152.951,"Keep at the center of the lane since no critical agent needs special attention"
1785296787.856777749,other,828,15,2.302,1545236153.950,"Nudge right due to the stopped car blocking the lane ahead"
1785296792.979985773,other,828,16,2.426,1545236154.949,"Adapt speed for the right curve since the road bends right ahead"
1785296798.404933278,other,828,20,2.850,1545236155.948,"Yield to the cut-in vehicle from the right since it merges into our lane ahead"
1785296802.755698375,intersection,828,14,2.201,1545236156.947,"Turn right to proceed since parked vehicles block the movement ahead"
1785296808.405913439,other,828,20,2.851,1545236157.946,"Yield to the cut-in vehicle from the right since it merges into our lane ahead"
1785296814.684816547,intersection,828,32,4.130,1545236158.945,"Brake to a stop before proceeding into the roundabout because an SUV with headlights is circulating from our right, requ"
1785296817.979906417,other,828,16,2.425,1545236159.944,"Adapt speed for the right curve since the lane bends right ahead"
1785296822.757447537,intersection,828,14,2.203,1545236160.944,"Turn right at the intersection since the crossing truck has passed"
1785296831.638317280,urban,828,50,6.084,1545236161.943,"Begin gently steering right to take the right turn because the crossing van has cleared our path, leaving a safe gap to "
1785296837.764956473,intersection,828,14,2.210,1545236163.941,"Turn right into a parking spot since the path is clear"
1785296843.620397193,intersection,828,22,3.066,1545236164.940,"Turn right into the parking lot since the route bends right into a narrow entrance bordered by parked cars"
1785296847.867511294,other,828,15,2.313,1545236165.939,"Decelerate to the stop line for the stop sign ahead"
1785296853.829437937,intersection,828,24,3.274,1545236166.938,"Keep distance to the lead vehicle since it is directly ahead in our lane after we turn right into the driveway"
1785296857.993348855,other,828,16,2.439,1545236167.937,"Adapt speed for the right curve since the lane bends right ahead"
1785296862.217394161,other,828,9,1.663,1545236168.939,"Stop for the stop sign ahead"
1785296867.324513266,other,828,10,1.770,1545236169.935,"Slow down for the speed bump ahead"
1785296872.434880123,intersection,828,11,1.880,1545236170.934,"Stop for the stop sign controlling the intersection"
1785296878.510445117,other,828,21,2.956,1545236171.933,"Yield to the cut-in vehicle from the right since it is turning into our lane ahead"
1785296886.198537482,other,828,46,5.643,1545236172.933,"Change lane to the left due to parked/slow vehicles blocking the right edge of our enterway after the turn; accelerate o"
1785296892.436347179,intersection,828,11,1.882,1545236174.930,"Turn right because the cross traffic has cleared"
1785296897.221006322,other,828,9,1.666,1545236175.930,"Stop for the stop sign ahead"
1785296905.444521588,intersection,828,39,4.890,1545236176.929,"Brake to a stop because the vehicle has reached an intersection and must yield to cross traffic; several cars are visibl"
1785296910.330693643,highway,828,38,4.776,1545236177.928,"Lane change to the left due to merging onto the main road after waiting for cross-traffic, then positioning away from th"
1785296913.379961896,other,828,20,2.825,1545236178.927,"Adapt speed to maintain a safe distance from the lead vehicle since it is slowing ahead"
1785296918.035728629,other,828,17,2.481,1545236179.926,"Keep distance to the lead vehicle since it is directly ahead in our lane"
1785296922.707314315,other,828,14,2.152,1545236180.925,"Keep distance to the lead vehicle since it is stopped ahead"
1785296927.964389051,other,828,16,2.409,1545236181.924,"Stop to keep distance to the lead vehicle since it is stopped ahead"
1785296932.741041431,other,828,14,2.186,1545236182.923,"Keep distance to the lead vehicle since it is stopped ahead"
1785296937.754446880,other,828,14,2.200,1545236183.922,"Keep distance to the lead vehicle since it is stopped ahead"
1785296943.390743451,other,828,20,2.836,1545236184.921,"Decelerate to maintain a safe distance to the lead vehicle since it is stopped ahead"
1785296948.082472757,other,828,17,2.528,1545236185.921,"Maintain a safe distance from the lead vehicle since it is stopped ahead"
1785296952.960825318,other,828,16,2.406,1545236186.919,"Stop to keep distance to the lead vehicle since it is stationary ahead"
1785296957.957851605,other,828,16,2.403,1545236187.919,"Stop to keep distance to the lead vehicle since it is stationary ahead"
1785296962.712777759,other,828,14,2.158,1545236188.918,"Keep distance to the lead vehicle since it is stopped ahead"
1785296967.710463030,other,828,14,2.156,1545236189.917,"Keep distance to the lead vehicle since it is stopped ahead"
1785296973.678528713,unknown,828,23,3.123,1545236190.916,""
1785296977.615750953,other,828,13,2.061,1545236191.915,"1ain stop due to the stationary lead vehicle ahead"
1785296982.401688427,other,828,11,1.847,1545236192.914,"Stop to keep distance to the lead vehicle"
1785296987.721369396,other,828,14,2.167,1545236193.913,"Keep distance to the lead vehicle since it is stopped ahead"
1785296992.951622732,other,828,16,2.397,1545236194.912,"Stop to keep distance to the lead vehicle since it is stationary ahead"
1785296998.261512260,other,828,19,2.706,1545236195.911,"types of vehicles are in front since a truck is leading one slightly to the left"
1785297002.626960149,other,828,13,2.071,1545236196.910,"Stop to keep distance to the stopped lead vehicle ahead"
1785297007.604529338,other,828,13,2.050,1545236197.910,"Stop to keep distance to the stopped lead vehicle ahead"
1785297012.398784197,other,828,11,1.844,1545236198.908,"Stop to keep distance to the lead vehicle"
1785297017.920228617,other,828,16,2.365,1545236199.908,"Stop to keep distance to the lead vehicle since it is stationary ahead"
1785297022.713098634,other,828,14,2.158,1545236200.907,"Keep distance to the lead vehicle since it is stopped ahead"
1785297027.387916103,other,828,11,1.833,1545236201.905,"Stop to keep distance to the lead vehicle"
1785297032.927221909,other,828,16,2.372,1545236202.905,"Stop to keep distance to the lead vehicle since it is stationary ahead"
1785297037.946430994,other,828,16,2.391,1545236203.904,"Stop to keep distance to the lead vehicle since it is stopped ahead"
1785297042.509675801,other,828,12,1.955,1545236204.903,"Stop to keep distance to the stationary lead vehicle"
1785297047.932504102,other,828,16,2.378,1545236205.902,"Stop to keep distance to the lead vehicle since it is stopped."
1785297052.948890303,other,828,16,2.394,1545236206.901,"Stop to keep distance to the lead vehicle since it is stationary ahead"
1785297057.935408891,other,828,16,2.380,1545236207.900,"Stop to keep distance to the lead vehicle since it is stopped ahead"
1785297062.639483656,other,828,13,2.085,1545236208.899,"Stop to keep distance to the stopped lead vehicle ahead"
1785297067.942512045,other,828,16,2.387,1545236209.899,"Stop to keep distance to the lead vehicle since it is stationary ahead"
1785297072.928092497,other,828,16,2.373,1545236210.897,"Stop to keep distance to the lead vehicle since it is stationary ahead"
