clip_id,t0_us,scene,prefill_tokens,generated_tokens,duration_sec,cot
e0772c6e-1524-494f-b16f-84ca1a700a7b,11100000,other,3073,10,3.715,Slow down for the speed bump ahead
e0772c6e-1524-494f-b16f-84ca1a700a7b,12100000,straight,3073,20,4.734,Nudge to the left to clear the construction barrier blocking the right side of the lane
e0772c6e-1524-494f-b16f-84ca1a700a7b,13100000,straight,3073,21,4.857,Nudge left within our lane to clear the construction barrier blocking the right edge of our lane
e0772c6e-1524-494f-b16f-84ca1a700a7b,14100000,straight,3073,20,4.760,Nudge to the left to clear the construction dumpster blocking the right side of the lane
e0772c6e-1524-494f-b16f-84ca1a700a7b,15100000,intersection,3073,13,4.066,Yield due to pedestrians walking across our lane ahead
e0772c6e-1524-494f-b16f-84ca1a700a7b,16100000,straight,3073,16,4.316,Slow down due to roadwork barriers blocking part of the lane ahead
e0772c6e-1524-494f-b16f-84ca1a700a7b,17100000,straight,3073,20,4.838,Nudge to the left to clear the construction dumpster blocking the right side of our lane
e0772c6e-1524-494f-b16f-84ca1a700a7b,18100000,straight,3073,14,4.066,Slow down due to a construction barricade blocking the lane
e0772c6e-1524-494f-b16f-84ca1a700a7b,19100000,straight,3073,23,5.182,Nudge to the left to clear the because construction barricades narrow the right side of our lane ahead
594d2c54-ca9a-4bda-be8e-532b2fc359fb,5100000,intersection,3073,10,3.730,Stop for the red traffic light ahead
594d2c54-ca9a-4bda-be8e-532b2fc359fb,6100000,intersection,3073,13,4.052,Brake to stop because of red traffic light ahead
594d2c54-ca9a-4bda-be8e-532b2fc359fb,7100000,intersection,3073,14,4.052,Stop for the red traffic light since it is red ahead
594d2c54-ca9a-4bda-be8e-532b2fc359fb,8100000,intersection,3073,10,3.623,Stop due to the red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,9100000,intersection,3073,9,3.606,Stop due to red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,10100000,intersection,3073,11,3.831,Stop for the red straight traffic light ahead
594d2c54-ca9a-4bda-be8e-532b2fc359fb,11100000,intersection,3073,61,9.449,"Stop with deceleration because pedestrians are walking across the crosswalk ahead and blocking our lane, with a red traffic signal further requiring us to halt at the intersection; cross-traffic is also moving through, progresses of which we remain stationary until it clears ( depict illuminating red for us)."
594d2c54-ca9a-4bda-be8e-532b2fc359fb,12100000,intersection,3073,9,3.627,Stop because of red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,13100000,intersection,3073,11,3.841,Stop after slowing due to red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,14100000,intersection,3073,14,4.174,Decelerate to a stop due to red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,15100000,intersection,3073,14,4.070,Decelerate to a stop because of red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,16100000,intersection,3073,9,3.590,Stop due to red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,17100000,intersection,3073,9,3.625,Stop due to red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,18100000,intersection,3073,9,3.615,Stop for the red traffic light
594d2c54-ca9a-4bda-be8e-532b2fc359fb,19100000,intersection,3073,9,3.609,Stop for the red traffic light
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,5100000,intersection,3073,14,4.174,Maintain lane and gently accelerate to proceed through the intersection
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,6100000,intersection,3073,14,4.166,Maintain lane and gently accelerate to proceed through the intersection
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,7100000,straight,3073,15,4.238,Maintain lane and gently accelerate because the lane is clear ahead
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,8100000,straight,3073,24,5.227,Nudge to the left within the lane to increase clearance from the roadwork barricades encroaching ahead
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,9100000,straight,3073,18,4.642,Adapt speed for the right curve due to lane narrowing from construction cones ahead
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,10100000,straight,3073,20,4.818,Maintain a safe distance from the lead vehicle since it is directly ahead in our lane
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,11100000,highway,3073,17,4.434,Keep distance to the cut-in vehicle since it merges into our lane ahead
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,12100000,straight,3073,20,4.835,Maintain a safe distance from the lead vehicle since it is directly ahead in our lane
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,13100000,straight,3073,17,4.409,Keep distance to the lead vehicle since it is directly ahead in our lane
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,14100000,straight,3073,19,4.732,Keep distance to the lead vehicle since it is directly ahead in our lane moving slowly
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,15100000,straight,3073,16,4.230,Keep distance to the lead vehicle since it is ahead in our lane
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,16100000,straight,3073,18,4.627,Keep distance from the lead vehicle since it is moving slowly ahead in our lane
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,17100000,straight,3073,17,4.514,Keep distance to the lead vehicle since it is directly ahead in our lane
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,18100000,straight,3073,17,4.480,Keep distance to the lead vehicle since it is directly ahead in our lane
4f7b34b6-87e5-4cf9-a790-a691a15d9e95,19100000,other,3073,20,4.738,Decelerate to maintain a safe distance to the lead vehicle since it is slowing ahead
