idx,start_wall_s,model_start_wall_s,end_wall_s,ros_stamp_s,reason_tokens,generated_token_slots,traj_start_token_rows,traj_start_token_all_rows,cfg_nav,prompt_kv_seq_len,prompt_kv_tensors,prompt_kv_bytes,prompt_kv_mib,unguided_prompt_kv_seq_len,unguided_prompt_kv_tensors,unguided_prompt_kv_bytes,unguided_prompt_kv_mib,total_kv_bytes,total_kv_mib,model_parameter_bytes,model_parameter_mib,cuda_memory_allocated_start_bytes,cuda_memory_reserved_start_bytes,cuda_memory_allocated_end_bytes,cuda_memory_reserved_end_bytes,cuda_memory_peak_allocated_bytes,cuda_memory_peak_reserved_bytes,cuda_memory_peak_allocated_delta_bytes,cuda_memory_peak_reserved_delta_bytes
10,1788405116.528103,1788405116.585245,1788405118.634189,1552440200.362506,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
11,1788405119.528875,1788405119.588618,1788405121.735955,1552440200.662540,7,10,1,1,0,1585,72,233717760,222.890625,,,0,,233717760,222.890625,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
12,1788405122.528027,1788405122.569977,1788405124.644909,1552440200.962606,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
13,1788405125.528129,1788405125.572836,1788405127.730227,1552440201.262585,7,10,1,1,0,1585,72,233717760,222.890625,,,0,,233717760,222.890625,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
14,1788405128.528096,1788405128.570448,1788405131.049690,1552440201.562537,13,16,1,1,0,1591,72,234602496,223.734375,,,0,,234602496,223.734375,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
15,1788405131.528133,1788405131.572292,1788405133.805581,1552440201.862530,10,13,1,1,0,1588,72,234160128,223.312500,,,0,,234160128,223.312500,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
16,1788405134.528032,1788405134.577547,1788405136.276807,1552440202.162491,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
17,1788405136.528088,1788405136.580009,1788405138.282978,1552440202.362493,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
18,1788405138.527958,1788405138.554402,1788405140.320947,1552440202.562499,7,10,1,1,0,1585,72,233717760,222.890625,,,0,,233717760,222.890625,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
19,1788405140.528072,1788405140.585080,1788405142.922883,1552440202.762508,16,19,1,1,0,1594,72,235044864,224.156250,,,0,,235044864,224.156250,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
20,1788405143.527977,1788405143.585599,1788405145.255373,1552440203.062567,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
21,1788405145.528624,1788405145.566162,1788405147.139776,1552440203.262548,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
22,1788405147.528058,1788405147.553962,1788405149.167508,1552440203.462559,7,10,1,1,0,1585,72,233717760,222.890625,,,0,,233717760,222.890625,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
23,1788405149.528188,1788405149.585377,1788405151.231612,1552440203.662526,7,10,1,1,0,1585,72,233717760,222.890625,,,0,,233717760,222.890625,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
24,1788405151.528365,1788405151.563893,1788405153.141378,1552440203.862528,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
25,1788405153.528578,1788405153.555398,1788405155.103084,1552440204.062537,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
26,1788405155.528212,1788405155.564669,1788405157.209857,1552440204.262537,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
27,1788405157.527907,1788405157.553134,1788405159.124436,1552440204.462506,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
28,1788405159.527942,1788405159.564777,1788405161.118485,1552440204.662544,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
29,1788405161.527906,1788405161.554934,1788405163.103339,1552440204.862543,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
30,1788405163.528529,1788405163.573104,1788405165.210548,1552440205.062588,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
31,1788405165.527876,1788405165.553710,1788405167.336507,1552440205.262596,9,12,1,1,0,1587,72,234012672,223.171875,,,0,,234012672,223.171875,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
32,1788405167.527906,1788405167.567267,1788405169.140766,1552440205.462567,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
33,1788405169.528539,1788405169.554593,1788405171.111538,1552440205.662536,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
34,1788405171.528349,1788405171.563330,1788405173.123591,1552440205.862467,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
35,1788405173.528717,1788405173.557176,1788405175.111290,1552440206.062392,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
36,1788405175.528748,1788405175.580898,1788405177.135635,1552440206.262311,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
37,1788405177.528609,1788405177.557141,1788405179.102401,1552440206.462312,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
38,1788405179.528547,1788405179.582826,1788405181.135812,1552440206.662319,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
39,1788405181.528599,1788405181.557957,1788405183.121042,1552440206.862362,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
40,1788405183.528557,1788405183.586359,1788405185.141198,1552440207.062422,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
41,1788405185.528314,1788405185.576874,1788405187.121467,1552440207.262465,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
42,1788405187.528048,1788405187.555614,1788405189.463463,1552440207.462549,11,14,1,1,0,1589,72,234307584,223.453125,,,0,,234307584,223.453125,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
43,1788405189.528401,1788405189.586972,1788405191.156940,1552440207.662594,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
44,1788405191.528759,1788405191.587891,1788405193.153099,1552440207.862641,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
45,1788405193.528805,1788405193.586211,1788405196.199945,1552440208.062640,20,23,1,1,0,1598,72,235634688,224.718750,,,0,,235634688,224.718750,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
46,1788405196.528504,1788405196.570532,1788405198.138766,1552440208.362613,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
47,1788405198.527878,1788405198.553545,1788405200.086968,1552440208.562580,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
48,1788405200.527920,1788405200.577113,1788405202.123322,1552440208.762593,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
49,1788405202.528092,1788405202.553691,1788405204.100988,1552440208.962571,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
50,1788405204.528272,1788405204.566654,1788405206.111636,1552440209.162560,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
51,1788405206.528173,1788405206.553695,1788405208.336049,1552440209.362568,9,12,1,1,0,1587,72,234012672,223.171875,,,0,,234012672,223.171875,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
52,1788405208.527967,1788405208.586483,1788405210.163795,1552440209.562575,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
53,1788405210.528579,1788405210.588149,1788405212.481004,1552440209.762556,10,13,1,1,0,1588,72,234160128,223.312500,,,0,,234160128,223.312500,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
54,1788405212.528599,1788405212.567233,1788405214.222764,1552440209.962528,7,10,1,1,0,1585,72,233717760,222.890625,,,0,,233717760,222.890625,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
55,1788405214.528524,1788405214.555711,1788405216.139579,1552440210.162511,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
56,1788405216.528201,1788405216.565713,1788405218.111629,1552440210.362521,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
57,1788405218.527546,1788405218.552375,1788405220.317488,1552440210.562518,9,12,1,1,0,1587,72,234012672,223.171875,,,0,,234012672,223.171875,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
58,1788405220.527799,1788405220.578814,1788405223.918713,1552440210.762518,30,33,1,1,0,1608,72,237109248,226.125000,,,0,,237109248,226.125000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
59,1788405224.528412,1788405224.583564,1788405226.151721,1552440211.162579,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
60,1788405226.528592,1788405226.556782,1788405228.113898,1552440211.362542,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
61,1788405228.528701,1788405228.586735,1788405230.150695,1552440211.562545,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
62,1788405230.527585,1788405230.582183,1788405232.229626,1552440211.762549,7,10,1,1,0,1585,72,233717760,222.890625,,,0,,233717760,222.890625,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
63,1788405232.527686,1788405232.551300,1788405234.126547,1552440211.962557,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
64,1788405234.527843,1788405234.566115,1788405236.348258,1552440212.162565,9,12,1,1,0,1587,72,234012672,223.171875,,,0,,234012672,223.171875,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
65,1788405236.527960,1788405236.552463,1788405238.369803,1552440212.362571,9,12,1,1,0,1587,72,234012672,223.171875,,,0,,234012672,223.171875,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
66,1788405238.528033,1788405238.583195,1788405240.163436,1552440212.562541,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
67,1788405240.528860,1788405240.576644,1788405242.148714,1552440212.762544,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
68,1788405242.528330,1788405242.553866,1788405244.123345,1552440212.962514,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
69,1788405244.528121,1788405244.577004,1788405246.266985,1552440213.162514,8,11,1,1,0,1586,72,233865216,223.031250,,,0,,233865216,223.031250,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
70,1788405246.527925,1788405246.554809,1788405248.110648,1552440213.362519,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
71,1788405248.528136,1788405248.574023,1788405250.121594,1552440213.562524,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
72,1788405250.528890,1788405250.557143,1788405252.111921,1552440213.762531,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
73,1788405252.528567,1788405252.586844,1788405254.607244,1552440213.962499,12,15,1,1,0,1590,72,234455040,223.593750,,,0,,234455040,223.593750,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
74,1788405255.528031,1788405255.573554,1788405257.151349,1552440214.262547,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
75,1788405257.528275,1788405257.553742,1788405259.127307,1552440214.462557,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
76,1788405259.528049,1788405259.564742,1788405261.118239,1552440214.662526,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
77,1788405261.528189,1788405261.553890,1788405263.107665,1552440214.862533,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
78,1788405263.528085,1788405263.575905,1788405265.115517,1552440215.062536,6,9,1,1,0,1584,72,233570304,222.750000,,,0,,233570304,222.750000,22157053040,21130.612411,22191659008,23049797632,22227079680,23049797632,22713274880,23049797632,521615872,0
