idx,start_wall_s,model_start_wall_s,end_wall_s,ros_stamp_s,reason_tokens,generated_token_slots,traj_start_token_rows,traj_start_token_all_rows,cfg_nav,prompt_kv_seq_len,prompt_kv_tensors,prompt_kv_bytes,prompt_kv_mib,unguided_prompt_kv_seq_len,unguided_prompt_kv_tensors,unguided_prompt_kv_bytes,unguided_prompt_kv_mib,total_kv_bytes,total_kv_mib,model_parameter_bytes,model_parameter_mib,cuda_memory_allocated_start_bytes,cuda_memory_reserved_start_bytes,cuda_memory_allocated_end_bytes,cuda_memory_reserved_end_bytes,cuda_memory_peak_allocated_bytes,cuda_memory_peak_reserved_bytes,cuda_memory_peak_allocated_delta_bytes,cuda_memory_peak_reserved_delta_bytes
34,1788405463.068460,1788405463.132952,1788405465.763861,1552440208.662603,6,9,1,1,0,3081,72,454311936,433.265625,,,0,,454311936,433.265625,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
35,1788405466.067976,1788405466.159989,1788405469.163456,1552440208.962571,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
36,1788405470.068323,1788405470.115996,1788405473.037396,1552440209.362568,9,12,1,1,0,3084,72,454754304,433.687500,,,0,,454754304,433.687500,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
37,1788405473.067892,1788405473.127354,1788405476.134953,1552440209.662565,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
38,1788405477.068027,1788405477.133787,1788405479.898206,1552440210.062516,7,10,1,1,0,3082,72,454459392,433.406250,,,0,,454459392,433.406250,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
39,1788405480.068177,1788405480.140617,1788405483.157742,1552440210.362521,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
40,1788405484.067980,1788405484.113495,1788405487.111762,1552440210.762518,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
41,1788405488.068623,1788405488.123358,1788405491.379156,1552440211.162579,14,17,1,1,0,3089,72,455491584,434.390625,,,0,,455491584,434.390625,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
42,1788405492.068567,1788405492.147079,1788405494.803323,1552440211.562545,6,9,1,1,0,3081,72,454311936,433.265625,,,0,,454311936,433.265625,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
43,1788405495.067882,1788405495.117135,1788405497.796376,1552440211.862570,6,9,1,1,0,3081,72,454311936,433.265625,,,0,,454311936,433.265625,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
44,1788405498.067993,1788405498.126450,1788405500.820104,1552440212.162565,6,9,1,1,0,3081,72,454311936,433.265625,,,0,,454311936,433.265625,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
45,1788405501.067952,1788405501.128712,1788405504.133395,1552440212.462556,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
46,1788405505.067973,1788405505.129177,1788405507.826117,1552440212.862531,6,9,1,1,0,3081,72,454311936,433.265625,,,0,,454311936,433.265625,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
47,1788405508.067938,1788405508.127440,1788405511.046206,1552440213.162514,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
48,1788405511.068024,1788405511.121401,1788405514.085403,1552440213.462541,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
49,1788405515.068348,1788405515.117954,1788405518.090233,1552440213.862516,10,13,1,1,0,3085,72,454901760,433.828125,,,0,,454901760,433.828125,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
50,1788405519.068100,1788405519.120657,1788405522.254850,1552440214.262547,12,15,1,1,0,3087,72,455196672,434.109375,,,0,,455196672,434.109375,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
51,1788405523.068098,1788405523.129473,1788405525.795999,1552440214.662526,6,9,1,1,0,3081,72,454311936,433.265625,,,0,,454311936,433.265625,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
52,1788405526.067975,1788405526.116140,1788405528.862836,1552440214.962518,7,10,1,1,0,3082,72,454459392,433.406250,,,0,,454459392,433.406250,22157053040,21130.612411,22205206528,23712497664,22276041216,23712497664,23224913920,23712497664,1019707392,0
